,GAMEID,TEAM_HOME,TEAM_AWAY,TEAM_ELO_BEFORE_HOME,TEAM_ELO_BEFORE_AWAY,TEAM_ELO_AFTER_HOME,TEAM_ELO_AFTER_AWAY,ODDS_HOME,PROBS_HOME,PROBS_AWAY
1016,201403200HOU,HOU,MIN,1628.265245434335,1553.6220684738164,1637.711830916252,1544.1754829918993,2.609804300301853,0.722976672193454,0.2770233278065461
1017,201403200POR,POR,WAS,1589.3099277660701,1537.2996399496387,1596.4587087931372,1530.1508589225716,2.291003325247751,0.6961412976011749,0.30385870239882506
1018,201403200GSW,GSW,MIL,1607.740110310046,1287.4992180362642,1608.695287944403,1286.5440404019073,10.730061982429914,0.9147489585734613,0.08525104142653875
1019,201403210IND,IND,CHI,1581.9401982054885,1562.7003601984209,1589.8513266370276,1554.7892317668818,1.8971409350770532,0.6548321181436058,0.3451678818563943
1020,201403210PHI,PHI,NYK,1193.5733555091185,1487.4794333976722,1192.013983592452,1489.0388053143388,0.31277699674664045,0.23825600046449083,0.7617439995355092
1021,201403210TOR,TOR,OKC,1583.3767755268445,1620.1230755261345,1578.8310630663234,1624.6687879866556,1.3744667873445409,0.5788528164176433,0.42114718358235664
1022,201403210ATL,ATL,NOP,1471.6559423501317,1420.221131748874,1460.4390945381278,1431.437979560878,2.2834264453664725,0.6954401090936004,0.3045598909063995
1023,201403210BRK,BRK,BOS,1552.559946342897,1379.4804601686017,1556.9707020011285,1375.0697045103702,4.5993738897565795,0.82140860394599,0.17859139605401003
1024,201403210MIA,MIA,MEM,1621.022913897376,1588.8960807753494,1625.531964254516,1584.3870304182094,2.0432291825642532,0.6714016789371773,0.3285983210628227
1025,201403210DAL,DAL,DEN,1581.2393783808454,1444.8747836801572,1586.6068737406451,1439.5072883203575,3.7231581710051684,0.7882772577596776,0.21172274224032242
1026,201403210PHO,PHO,DET,1543.639112408952,1385.2922268705854,1546.2660156164377,1382.6653236630998,4.225394024913949,0.8086268719196792,0.19137312808032075
1027,201403210SAC,SAC,SAS,1437.1429689042816,1674.3404523009442,1428.8158307868755,1682.6675904183503,0.433517158589507,0.3024150467902744,0.6975849532097256
1028,201403210LAL,LAL,WAS,1343.6661388380946,1530.1508589225716,1337.032813978575,1536.7841837820913,0.5804812547320028,0.3672813283890755,0.6327186716109244
1029,201403220CHA,CHA,POR,1517.4085403274032,1596.4587087931372,1539.8800744324055,1573.987174688135,1.0773940650018647,0.5186276803004622,0.48137231969953775
1030,201403220CLE,CLE,HOU,1431.9905904982747,1637.711830916252,1427.0502298988044,1642.6521915157223,0.5196332096468683,0.3419464686268737,0.6580535313731263
1031,201403220CHI,CHI,PHI,1554.7892317668818,1192.013983592452,1555.8830357124787,1190.920179646855,13.7068645278575,0.932004541273511,0.06799545872648902
1032,201403220MEM,MEM,IND,1584.3870304182094,1589.8513266370276,1592.7476856201974,1581.4906714350395,1.645656765110354,0.6220220199432073,0.3779779800567927
1033,201403220NOP,NOP,MIA,1431.437979560878,1625.531964254516,1447.2326012495678,1609.737342565826,0.5556035836327323,0.3571627048680717,0.6428372951319282
1034,201403220UTA,UTA,ORL,1375.402193918828,1336.1978357534335,1377.9077925996185,1333.6922370726431,2.128192436589049,0.680326571887505,0.319673428112495
1035,201403220GSW,GSW,SAS,1608.695287944403,1682.6675904183503,1599.0288805690925,1692.3339977936607,1.1093516759459905,0.5259206838748094,0.4740793161251907
1036,201403220LAC,LAC,DET,1662.0398945011211,1382.6653236630998,1663.718177692521,1380.9870404716999,8.480792298122333,0.8945235832032677,0.10547641679673223
1037,201403230TOR,TOR,ATL,1578.8310630663234,1460.4390945381278,1583.1823059899134,1456.0878516145378,3.3572209248891998,0.7704959153464477,0.22950408465355218
1038,201403230MIN,MIN,PHO,1544.1754829918993,1546.2660156164377,1533.650592925919,1556.790905682418,1.6779293412423448,0.6265771525039268,0.37342284749607324
1039,201403230DEN,DEN,WAS,1439.5072883203575,1536.7841837820913,1445.6617600601594,1530.6297120422894,0.9700804700912061,0.4924065208596761,0.5075934791403238
1040,201403230SAC,SAC,MIL,1428.8158307868755,1286.5440404019073,1434.236630063523,1281.1232411252597,3.8519396653937523,0.7938968600264228,0.20610313997357724
1041,201403230DAL,DAL,BRK,1586.6068737406451,1556.9707020011285,1578.953782164835,1564.6237935769386,2.014143593740765,0.668230802913099,0.331769197086901
1042,201403230NYK,NYK,CLE,1489.0388053143388,1427.0502298988044,1477.515445831793,1438.5735893813503,2.42645051384453,0.7081527966157652,0.29184720338423464
1043,201403230LAL,LAL,ORL,1337.032813978575,1333.6922370726431,1344.1416496751124,1326.5834013761057,1.7312167376386316,0.6338628179085543,0.3661371820914457
1044,201403240CHA,CHA,HOU,1539.8800744324055,1642.6521915157223,1530.020624610782,1652.5116413373457,0.9398741548120217,0.484502642854736,0.515497357145264
1045,201403240ATL,ATL,PHO,1456.0878516145378,1556.790905682418,1448.4972917374582,1564.3814655594977,0.9511354415883092,0.4874779173782234,0.5125220826217767
1046,201403240MIA,MIA,POR,1609.737342565826,1573.987174688135,1612.7814566533805,1570.9430606005806,2.086293570665363,0.6759867533326023,0.3240132466673978
1047,201403240CHI,CHI,IND,1555.8830357124787,1581.4906714350395,1565.519751549021,1571.8539555984971,1.4654834245792088,0.5944000312349806,0.40559996876501936
1048,201403240MEM,MEM,MIN,1592.7476856201974,1533.650592925919,1601.0079317169736,1525.3903468291428,2.386397205200445,0.7047009138608096,0.2952990861391904
1049,201403240NOP,NOP,BRK,1447.2326012495678,1564.6237935769386,1455.565978752369,1556.2904160741375,0.8640164661066522,0.46352405239815964,0.5364759476018404
1050,201403240OKC,OKC,DEN,1624.6687879866556,1445.6617600601594,1629.8170987532671,1440.5134492935479,4.759020436910042,0.826359359034235,0.17364064096576506
1051,201403240SAS,SAS,PHI,1692.3339977936607,1190.920179646855,1693.128824415291,1190.1253530252247,30.446301613779802,0.9681997580420777,0.0318002419579223
1052,201403240UTA,UTA,DET,1377.9077925996185,1380.9870404716999,1357.4747819046738,1401.4200511666445,1.6684065275080726,0.6252445084018501,0.37475549159814997
1053,201403240LAC,LAC,MIL,1663.718177692521,1281.1232411252597,1664.567829328906,1280.2735894888747,15.363400122670647,0.938888006618224,0.06111199338177592
1054,201403250CLE,CLE,TOR,1438.5735893813503,1583.1823059899134,1444.8586542423707,1576.897241128893,0.7387171955748072,0.4248633403148651,0.5751366596851349
1055,201403250ORL,ORL,POR,1326.5834013761057,1570.9430606005806,1344.8024324920893,1552.724029484597,0.4160072045421839,0.29378890390369533,0.7062110960963047
1056,201403250DAL,DAL,OKC,1578.953782164835,1629.8170987532671,1587.9046913694506,1620.8661895486516,1.2671899168266993,0.5589253495800376,0.4410746504199624
1057,201403250LAL,LAL,NYK,1344.1416496751124,1477.515445831793,1372.181082988488,1449.4760125184173,0.788071296301312,0.44073818417166305,0.5592618158283369
1058,201403260CHA,CHA,BRK,1530.020624610782,1556.2904160741375,1535.8651085490249,1550.4459321358947,1.459908110666142,0.593480750088181,0.4065192499118191
1059,201403260WAS,WAS,PHO,1530.6297120422894,1564.3814655594977,1521.8496618190782,1573.1615157827089,1.3983652280859402,0.5830493253114462,0.41695067468855374
1060,201403260BOS,BOS,TOR,1375.0697045103702,1576.897241128893,1369.2533898412196,1582.7135557980437,0.531411756882775,0.3470077557485103,0.6529922442514897
1061,201403260DET,DET,CLE,1401.4200511666445,1444.8586542423707,1396.9714421131807,1449.3072632958344,1.3225237878649587,0.5694339040896212,0.43056609591037875
1062,201403260IND,IND,MIA,1571.8539555984971,1612.7814566533805,1575.4228059785644,1609.2126062733132,1.3417797935643536,0.57297436644206,0.42702563355794
1063,201403260MIN,MIN,ATL,1525.3903468291428,1448.4972917374582,1535.0192401064905,1438.8683984601105,2.643824590752966,0.7255630793705801,0.2744369206294198
1064,201403260NOP,NOP,LAC,1455.565978752369,1664.567829328906,1463.2511421733773,1656.8826659078977,0.5099121655664336,0.3377098199451512,0.6622901800548489
1065,201403260SAS,SAS,DEN,1693.128824415291,1440.5134492935479,1694.5445981692203,1439.0976755396186,7.270067410546123,0.8790820013480443,0.12091799865195584
1066,201403260SAC,SAC,NYK,1434.236630063523,1449.4760125184173,1423.316528961139,1460.3961136208013,1.5556129285231919,0.6087044368734399,0.3912955631265602
1067,201403260UTA,UTA,MEM,1357.4747819046738,1601.0079317169736,1354.3541977098487,1604.1285159117988,0.41799118732649926,0.29477699936526813,0.7052230006347319
1068,201403270ATL,ATL,POR,1438.8683984601105,1552.724029484597,1427.3040783603583,1564.2883495843491,0.8817813770840717,0.468588640435183,0.5314113595648169
1069,201403270HOU,HOU,PHI,1652.5116413373457,1190.1253530252247,1653.5212736559058,1189.1157207066647,24.32012040792508,0.9605057170388888,0.039494282961111224
1070,201403270MIL,MIL,LAL,1280.2735894888747,1372.181082988488,1286.3062772798967,1366.148395197466,1.0005326520307267,0.5001331275523512,0.4998668724476489
1071,201403270DAL,DAL,LAC,1587.9046913694506,1656.8826659078977,1580.0914722558484,1664.6958850214999,1.1417080511776045,0.533082952435951,0.46691704756404884
1072,201403280ORL,ORL,CHA,1344.8024324920893,1535.8651085490249,1355.4159578564713,1525.2515831846429,0.5653837341399761,0.3611790015504401,0.63882099844956
1073,201403280TOR,TOR,BOS,1582.7135557980437,1369.2533898412196,1583.9268753910467,1368.0400702482166,5.802971196188719,0.8530054043797455,0.14699459562025452
1074,201403280WAS,WAS,IND,1521.8496618190782,1575.4228059785644,1533.2409836377424,1564.0314841599002,1.247576367961282,0.5550762971818066,0.4449237028181935
1075,201403280BRK,BRK,CLE,1550.4459321358947,1449.3072632958344,1555.4892940606026,1444.2639013711266,3.0398116290791997,0.7524637057822591,0.2475362942177409
1076,201403280DET,DET,MIA,1396.9714421131807,1609.2126062733132,1383.9013816359761,1622.2826667505178,0.5004919419289994,0.33355190250843864,0.6664480974915614
1077,201403280CHI,CHI,POR,1565.519751549021,1564.2883495843491,1547.0152243069233,1582.792876826447,1.7103244526476797,0.6310404833550044,0.36895951664499554
1078,201403280MIN,MIN,LAL,1535.0192401064905,1366.148395197466,1543.04104028365,1358.1265950203065,4.4892843283972175,0.817826889595281,0.18217311040471898
1079,201403280NOP,NOP,UTA,1463.2511421733773,1354.3541977098487,1466.9550186308309,1350.650321252395,3.1786474428466724,0.7606881141140833,0.23931188588591654
1080,201403280OKC,OKC,SAC,1620.8661895486516,1423.316528961139,1624.2277322980922,1419.9549862116985,5.295099818692747,0.8411462838078297,0.15885371619217026
1081,201403280DEN,DEN,SAS,1439.0976755396186,1694.5445981692203,1428.6582872083438,1704.9839865004951,0.3902857488221339,0.2807234046330321,0.719276595366968
1082,201403280PHO,PHO,NYK,1573.1615157827089,1460.3961136208013,1581.1993061564353,1452.3583232470748,3.250225590672573,0.764718371139035,0.235281628860965
1083,201403280GSW,GSW,MEM,1599.0288805690925,1604.1285159117988,1605.4062761757034,1597.751120305188,1.6491148849039536,0.6225154274363394,0.37748457256366064
1084,201403290PHI,PHI,DET,1189.1157207066647,1383.9013816359761,1218.3560570304621,1354.6610453121787,0.5533957859059683,0.356249058306295,0.6437509416937051
1085,201403290HOU,HOU,LAC,1653.5212736559058,1664.6958850214999,1640.1133826635119,1678.1037760138938,1.5924414433361769,0.614263225666878,0.385736774333122
1086,201403290WAS,WAS,ATL,1533.2409836377424,1427.3040783603583,1536.0678131759353,1424.4772488221654,3.1249441736996975,0.7575724766468557,0.24242752335314433
1087,201403290DAL,DAL,SAC,1580.0914722558484,1419.9549862116985,1581.9725129678257,1418.0739454997213,4.269148041399531,0.810215998460656,0.18978400153934397
1088,201403290MIL,MIL,MIA,1286.3062772798967,1622.2826667505178,1281.040471568464,1627.5484724619505,0.24550425655362332,0.19711233844591322,0.8028876615540868
1089,201403290SAS,SAS,NOP,1704.9839865004951,1466.9550186308309,1708.057616509119,1463.881388622207,6.684553748550704,0.869868826125577,0.13013117387442288
1090,201403300CLE,CLE,IND,1444.2639013711266,1564.0314841599002,1459.62294105397,1548.6724444770568,0.8522775387469275,0.4601241017712153,0.5398758982287847
1091,201403300OKC,OKC,UTA,1624.2277322980922,1350.650321252395,1627.1484735171634,1347.7295800333238,8.202448789244123,0.8913332719472663,0.10866672805273375
1092,201403300BRK,BRK,MIN,1555.4892940606026,1543.04104028365,1564.9289592724422,1533.6013750718105,1.824402398147584,0.6459428016858146,0.3540571983141854
1093,201403300ORL,ORL,TOR,1355.4159578564713,1583.9268753910467,1351.6906398659742,1587.6521933815438,0.4557458326675924,0.31306689838325524,0.6869331016167448
1094,201403300BOS,BOS,CHI,1368.0400702482166,1547.0152243069233,1363.3937529883194,1551.6615415668205,0.6061248851790391,0.3773834094547839,0.6226165905452161
1095,201403300GSW,GSW,NYK,1605.4062761757034,1452.3583232470748,1592.5135542478813,1465.251045174897,4.09845227568179,0.8038620455918115,0.19613795440818854
1096,201403300POR,POR,MEM,1582.792876826447,1597.751120305188,1589.4498079837535,1591.0941891478813,1.558132517915378,0.6090898368256153,0.3909101631743847
1097,201403300LAL,LAL,PHO,1358.1265950203065,1581.1993061564353,1381.4050486935182,1557.9208524832236,0.47023854198110926,0.3198382633524725,0.6801617366475274
1098,201403310CHA,CHA,WAS,1525.2515831846429,1536.0678131759353,1531.2616252315372,1530.057771129041,1.5957300554577412,0.6147519277293817,0.38524807227061836
1099,201403310IND,IND,SAS,1548.6724444770568,1708.057616509119,1534.534432775979,1722.195628210197,0.678480030805725,0.40422287924392675,0.5957771207560733
1100,201403310ATL,ATL,PHI,1424.4772488221654,1218.3560570304621,1426.8524375344157,1215.9808683182118,5.562922114205152,0.8476288484613363,0.15237115153866362
1101,201403310DET,DET,MIL,1354.6610453121787,1281.040471568464,1358.3589043786615,1277.3426125019812,2.5944866141342655,0.7217961541245437,0.2782038458754563
1102,201403310MIA,MIA,TOR,1627.5484724619505,1587.6521933815438,1633.9606803822246,1581.2399854612697,2.136685966869297,0.6811921848210732,0.31880781517892676
1103,201403310CHI,CHI,BOS,1551.6615415668205,1363.3937529883194,1555.3754414647974,1359.6798530903425,5.019604170356403,0.8338761201401731,0.16612387985982688
1104,201403310MIN,MIN,LAC,1533.6013750718105,1678.1037760138938,1525.6942926602362,1686.010858425468,0.7391694304732241,0.42501289266112374,0.5749871073388763
1105,201403310NOP,NOP,SAC,1463.881388622207,1418.0739454997213,1453.821772919275,1428.1335612026533,2.210642971605516,0.6885359073419679,0.3114640926580321
1106,201403310DEN,DEN,MEM,1428.6582872083438,1591.0941891478813,1425.237335886468,1594.5151404697572,0.6666689757134929,0.4000008312557058,0.5999991687442942
1107,201403310UTA,UTA,NYK,1347.7295800333238,1465.251045174897,1339.484647352935,1473.4959778552857,0.8633687738861182,0.4633375776097898,0.5366624223902101
1108,201404010BRK,BRK,HOU,1564.9289592724422,1640.1133826635119,1574.784855362545,1630.257486573409,1.1016380847794238,0.5241806820868711,0.4758193179131289
1109,201404010DAL,DAL,GSW,1581.9725129678257,1592.5135542478813,1576.0778012785997,1598.4082659371072,1.5982598763104312,0.6151270282401406,0.38487297175985924
1110,201404010LAL,LAL,POR,1381.4050486935182,1589.4498079837535,1374.6425407095674,1596.2123159677044,0.5127292596179878,0.3389431759569906,0.6610568240430094
1111,201404020IND,IND,DET,1534.534432775979,1358.3589043786615,1537.1297976855708,1355.7635394690697,4.682079903295571,0.8240081067110644,0.17599189328893566
1112,201404020NYK,NYK,BRK,1473.4959778552857,1574.784855362545,1497.3309038049065,1550.9499294129241,0.9479333574969273,0.4866354148352442,0.5133645851647558
1113,201404020ORL,ORL,CLE,1351.6906398659742,1459.62294105397,1336.804990694524,1474.5085902254202,0.9123663244306099,0.47708763366885726,0.5229123663311427
1114,201404020PHI,PHI,CHA,1215.9808683182118,1531.2616252315372,1208.4151070572057,1538.8273864925434,0.2765655664665712,0.21664814854130995,0.78335185145869
1115,201404020TOR,TOR,HOU,1581.2399854612697,1630.257486573409,1587.0122652443713,1624.4852067903075,1.2807260619302268,0.561543134578083,0.4384568654219169
1116,201404020WAS,WAS,BOS,1530.057771129041,1359.6798530903425,1536.3353729046187,1353.4022513147647,4.528400139452008,0.819115842779947,0.18088415722005302
1117,201404020ATL,ATL,CHI,1426.8524375344157,1555.3754414647974,1416.9056745286262,1565.322204470587,0.8103870458952044,0.44763192916820854,0.5523680708317915
1118,201404020MIA,MIA,MIL,1633.9606803822246,1277.3426125019812,1635.6893539297623,1275.6139389544435,13.229552975711798,0.9297237234573086,0.07027627654269143
1119,201404020MIN,MIN,MEM,1525.6942926602362,1594.5151404697572,1538.3986409623997,1581.8107921675937,1.14274118660361,0.5333080792715484,0.46669192072845145
1120,201404020SAS,SAS,GSW,1722.195628210197,1598.4082659371072,1729.1058022635646,1591.4980918837396,3.463126899271183,0.7759418402010264,0.22405815979897356
1121,201404020DEN,DEN,NOP,1425.237335886468,1453.821772919275,1443.5745138072707,1435.4845949984722,1.440585063082482,0.5902621813406533,0.4097378186593466
1122,201404020PHO,PHO,LAC,1557.9208524832236,1686.010858425468,1552.7780688517728,1691.153642056919,0.8124094848694082,0.4482483079302279,0.5517516920697721
1123,201404020SAC,SAC,LAL,1428.1335612026533,1374.6425407095674,1432.2104985606875,1370.5656033515331,2.310614802473993,0.6979413010378891,0.30205869896211085
1124,201404030OKC,OKC,SAS,1627.1484735171634,1729.1058022635646,1640.1811031713232,1716.0731726094048,0.9442927996165809,0.4856741740764548,0.5143258259235453
1125,201404030LAC,LAC,DAL,1691.153642056919,1576.0778012785997,1678.0871337171332,1589.1443096183855,3.293742183712858,0.7671029239265396,0.23289707607346055
1126,201404040CHA,CHA,ORL,1538.8273864925434,1336.804990694524,1541.7743893327101,1333.8579878543571,5.433203721531865,0.8445564537847589,0.15544354621524117
1127,201404040MEM,MEM,DEN,1581.8107921675937,1443.5745138072707,1585.2432428166162,1440.1420631582482,3.7634893890330163,0.7900698588093215,0.20993014119067852
1128,201404040TOR,TOR,IND,1587.0122652443713,1537.1297976855708,1592.3635337493936,1531.7785291805485,2.2631126328647224,0.6935441363781277,0.3064558636218723
1129,201404040ATL,ATL,CLE,1416.9056745286262,1474.5085902254202,1431.842032798964,1459.5722319550823,1.2189691394533178,0.549340284990909,0.45065971500909097
1130,201404040BOS,BOS,PHI,1353.4022513147647,1208.4151070572057,1335.8630041296074,1225.954354242363,3.912621712453462,0.7964427023833309,0.2035572976166691
1131,201404040BRK,BRK,DET,1550.9499294129241,1355.7635394690697,1554.1842980939055,1352.5291707880883,5.223552630649151,0.8393200701677533,0.1606799298322467
1132,201404040MIA,MIA,MIN,1635.6893539297623,1538.3986409623997,1629.129543143869,1544.958451748293,2.973218198814162,0.7483148546187426,0.25168514538125736
1133,201404040NYK,NYK,WAS,1497.3309038049065,1536.3353729046187,1492.8180219817311,1540.848254727794,1.3567156267052787,0.5756806681856589,0.4243193318143411
1134,201404040CHI,CHI,MIL,1565.322204470587,1275.6139389544435,1567.211448125726,1273.7246952993044,9.000583469013234,0.900005834349716,0.09999416565028389
1135,201404040UTA,UTA,NOP,1339.484647352935,1435.4845949984722,1346.4139974921918,1428.5552448592155,0.9772375154722027,0.4942438669229981,0.505756133077002
1136,201404040HOU,HOU,OKC,1624.4852067903075,1640.1811031713232,1629.5055600295486,1635.1607499320821,1.5515302916452767,0.608078335078209,0.3919216649217911
1137,201404040POR,POR,PHO,1596.2123159677044,1552.7780688517728,1576.2412794195081,1572.749105399969,2.1806482527086968,0.6855986828633496,0.3144013171366504
1138,201404040GSW,GSW,SAC,1591.4980918837396,1432.2104985606875,1599.4212693708234,1424.2873210736036,4.248337228802119,0.8094634631112986,0.19053653688870145
1139,201404040LAL,LAL,DAL,1370.5656033515331,1589.1443096183855,1364.1180512787348,1595.5918616911838,0.48256212725042913,0.32549201033847563,0.6745079896615243
1140,201404050ORL,ORL,MIN,1333.8579878543571,1544.958451748293,1348.3868761215958,1530.4295634810544,0.5037891851606269,0.33501317214674264,0.6649868278532574
1141,201404050WAS,WAS,CHI,1540.848254727794,1567.211448125726,1523.1475072372452,1584.9121956162749,1.459123380508499,0.5933510258467717,0.4066489741532283
1142,201404050CLE,CLE,CHA,1459.5722319550823,1541.7743893327101,1454.9106936546946,1546.435927633098,1.0580217764861821,0.5140964923571526,0.48590350764284745
1143,201404050DET,DET,BOS,1352.5291707880883,1335.8630041296074,1356.8795578802126,1331.512617037483,1.869241509425339,0.6514758354376787,0.3485241645623213
1144,201404050PHI,PHI,BRK,1225.954354242363,1554.1842980939055,1223.9080011489716,1556.230651187297,0.2566995695212858,0.20426486627911417,0.7957351337208858
1145,201404050MIL,MIL,TOR,1273.7246952993044,1592.3635337493936,1271.573900010179,1594.514329038519,0.2712707098751966,0.21338547940102215,0.7866145205989779
1146,201404060MIA,MIA,NYK,1629.129543143869,1492.8180219817311,1633.334799151508,1488.612765974092,3.7220208609259453,0.7882262638280871,0.21177373617191286
1147,201404060LAC,LAC,LAL,1678.0871337171332,1364.1180512787348,1680.6319092931533,1361.5732757027147,10.349579528265755,0.9118910090449137,0.0881089909550863
1148,201404060IND,IND,ATL,1531.7785291805485,1431.842032798964,1505.9657519819514,1457.6548099975612,3.0188479600438267,0.7511724728225113,0.24882752717748863
1149,201404060SAC,SAC,DAL,1424.2873210736036,1595.5918616911838,1420.9912982821795,1598.887884482608,0.6334883732524961,0.3878132122796412,0.6121867877203588
1150,201404060HOU,HOU,DEN,1629.5055600295486,1440.1420631582482,1631.5254462593307,1438.1221769284662,5.051364900124528,0.8347480251968574,0.16525197480314258
1151,201404060SAS,SAS,MEM,1716.0731726094048,1585.2432428166162,1722.5112834069025,1578.8051320191184,3.6064077237310785,0.782911096894822,0.2170889031051781
1152,201404060GSW,GSW,UTA,1599.4212693708234,1346.4139974921918,1603.596078054256,1342.2391888087593,7.286486753257696,0.8793215955354219,0.12067840446457799
1153,201404060PHO,PHO,OKC,1572.749105399969,1635.1607499320821,1580.8517053127498,1627.0581500193014,1.1856892671923986,0.5424784231637197,0.4575215768362802
1154,201404060POR,POR,NOP,1576.2412794195081,1428.5552448592155,1579.0220653267806,1425.774458951943,3.973883091860844,0.798949838278994,0.20105016172100598
1155,201404080ATL,ATL,DET,1457.6548099975612,1356.8795578802126,1443.8911397707418,1370.643228107032,3.033459006039483,0.7520738407152139,0.24792615928478612
1156,201404080MIA,MIA,BRK,1633.334799151508,1556.230651187297,1627.0818164298328,1562.4836339089723,2.647039182294848,0.7258049749356507,0.2741950250643494
1157,201404080MIN,MIN,SAS,1530.4295634810544,1722.5112834069025,1554.3441222090685,1698.5967246788884,0.562076852084531,0.35982663166313567,0.6401733683368643
1158,201404080UTA,UTA,DAL,1342.2391888087593,1598.887884482608,1336.8458803362714,1604.2811929550958,0.3875950846301136,0.27932866649886806,0.7206713335011319
1159,201404080SAC,SAC,OKC,1420.9912982821795,1627.0581500193014,1413.097158955708,1634.952289345773,0.5186004277626804,0.3414989343356914,0.6585010656643085
1160,201404080LAL,LAL,HOU,1361.5732757027147,1631.5254462593307,1355.7232158820295,1637.3755060800158,0.3590207696554138,0.26417607270744303,0.735823927292557
1161,201404090CLE,CLE,DET,1454.9106936546946,1370.643228107032,1463.6399344787362,1361.9139872829903,2.7584725327712576,0.7339344663874225,0.2660655336125774
1162,201404090ORL,ORL,BRK,1348.3868761215958,1562.4836339089723,1358.5950053285017,1552.2755047020664,0.4951743105081717,0.33118166024393136,0.6688183397560686
1163,201404090TOR,TOR,PHI,1594.514329038519,1223.9080011489716,1595.6217415926033,1222.8005885948874,14.338899463530336,0.9348062745715496,0.06519372542845028
1164,201404090WAS,WAS,CHA,1523.1475072372452,1546.435927633098,1514.0741680147448,1555.5092668555983,1.4851795102637266,0.5976145804075617,0.40238541959243834
1165,201404090ATL,ATL,BOS,1443.8911397707418,1331.512617037483,1447.8177931276548,1327.58596368057,3.2429952072036254,0.7643174335190784,0.23568256648092153
1166,201404090MEM,MEM,MIA,1578.8051320191184,1627.0818164298328,1585.2088492834587,1620.6780991654925,1.2861993594877157,0.5625928264523367,0.4374071735476633
1167,201404090MIL,MIL,IND,1271.573900010179,1505.9657519819514,1269.08509699487,1508.4545549972604,0.4405755276975505,0.3058329946793664,0.6941670053206335
1168,201404090MIN,MIN,CHI,1554.3441222090685,1584.9121956162749,1538.9022391785286,1600.3540786468147,1.424228973436612,0.5874977112486245,0.4125022887513755
1169,201404090NOP,NOP,PHO,1425.774458951943,1580.8517053127498,1420.1305806251648,1586.495583639528,0.6955156139241372,0.4102089112080904,0.5897910887919097
1170,201404090DEN,DEN,HOU,1438.1221769284662,1637.3755060800158,1451.1252124861405,1624.3724705223415,0.5393450250395834,0.3503730588441109,0.6496269411558889
1171,201404090POR,POR,SAC,1579.0220653267806,1413.097158955708,1580.340275390393,1411.7789488920957,4.4137960932276,0.8152867262121394,0.18471327378786062
1172,201404090LAC,LAC,OKC,1680.6319092931533,1634.952289345773,1669.5820243790552,1646.002174259871,2.209016958142422,0.6883780880426191,0.3116219119573808
1173,201404100DAL,DAL,SAS,1604.2811929550958,1698.5967246788884,1595.2905972095994,1707.5873204243849,0.9867591692840428,0.4966677313182532,0.5033322686817469
1174,201404100GSW,GSW,DEN,1603.596078054256,1451.1252124861405,1596.199874506149,1458.5214160342475,4.084859880813524,0.8033377470688512,0.1966622529311487
1175,201404110ORL,ORL,WAS,1358.5950053285017,1514.0741680147448,1351.0332745924527,1521.6358987507938,0.6939083176792098,0.409649277022218,0.590350722977782
1176,201404110TOR,TOR,NYK,1595.6217415926033,1488.612765974092,1580.5548906259107,1503.6796169407846,3.144288874592965,0.758704079213538,0.24129592078646206
1177,201404110BOS,BOS,CHA,1327.58596368057,1555.5092668555983,1336.9695804439273,1546.1256500922411,0.45729003970967136,0.3137948021663381,0.6862051978336619
1178,201404110BRK,BRK,ATL,1552.2755047020664,1447.8177931276548,1540.6646441850323,1459.428653644689,3.0984484778496055,0.7560052284652155,0.24399477153478455
1179,201404110MIA,MIA,IND,1620.6780991654925,1508.4545549972604,1625.7145770356774,1503.4180771270755,3.2401033294473875,0.7641566909336783,0.23584330906632175
1180,201404110CHI,CHI,DET,1600.3540786468147,1361.9139872829903,1602.334459346661,1359.933606583144,6.700392262030352,0.8701364857825655,0.12986351421743433
1181,201404110MEM,MEM,PHI,1585.2088492834587,1222.8005885948874,1587.0585040218464,1220.9509338564997,13.67793865856466,0.9318705423655321,0.06812945763446794
1182,201404110MIN,MIN,HOU,1538.9022391785286,1624.3724705223415,1543.9912719892823,1619.2834377115878,1.038303747848027,0.5093959862185572,0.49060401378144286
1183,201404110OKC,OKC,NOP,1646.002174259871,1420.1305806251648,1650.1030758506686,1416.0296790343673,6.232739619664305,0.8617398036449136,0.13826019635508643
1184,201404110MIL,MIL,CLE,1269.08509699487,1463.6399344787362,1277.6058168094073,1455.1192146641988,0.5541315863162366,0.3565538408685821,0.6434461591314178
1185,201404110SAS,SAS,PHO,1707.5873204243849,1586.495583639528,1711.3414317747352,1582.7414722891776,3.4098034195317926,0.773232521982539,0.22676747801746094
1186,201404110UTA,UTA,POR,1336.8458803362714,1580.340275390393,1331.10326040724,1586.0828953194243,0.4180844475170581,0.29482337828969735,0.7051766217103026
1187,201404110LAL,LAL,GSW,1355.7232158820295,1596.199874506149,1348.390819775979,1603.5322706121995,0.4254106454288724,0.2984477819027908,0.7015522180972091
1188,201404120LAC,LAC,SAC,1669.5820243790552,1411.7789488920957,1672.3274298015008,1409.03354346965,7.490446194239335,0.8822205597771189,0.11777944022288109
1189,201404120CHA,CHA,PHI,1546.1256500922411,1220.9509338564997,1547.1450559743002,1219.9315279744405,11.03917938421269,0.9169378602904341,0.0830621397095659
1190,201404120WAS,WAS,MIL,1521.6358987507938,1277.6058168094073,1524.2248102058124,1275.0169053543887,6.919507825998111,0.8737295268883748,0.12627047311162523
