,GAMEID,TEAM,ELO,DATE,WHERE_PLAYED,SEASON,D_RTG,GAME_NO,OPP_SCORE,O_RTG,SCORE
2664,201411110TOR,TOR,1594.900228380792,2014-11-11,Home,2015,104.2,8.0,100.0,108.4,104.0
2665,201411110TOR,ORL,1370.5339337076887,2014-11-11,Away,2015,108.4,8.0,104.0,104.2,100.0
2666,201411110MEM,MEM,1611.3243188050185,2014-11-11,Home,2015,115.5,8.0,102.0,121.2,107.0
2667,201411110MEM,LAL,1404.9977432952662,2014-11-11,Away,2015,121.2,7.0,107.0,115.5,102.0
2668,201411110MIL,MIL,1345.4851628518973,2014-11-11,Home,2015,84.4,8.0,78.0,92.0,85.0
2669,201411110MIL,OKC,1550.9567594630387,2014-11-11,Away,2015,92.0,8.0,85.0,84.4,78.0
2670,201411110DAL,DAL,1569.0212024146535,2014-11-11,Home,2015,108.3,8.0,98.0,117.1,106.0
2671,201411110DAL,SAC,1476.193239465401,2014-11-11,Away,2015,117.1,8.0,106.0,108.3,98.0
2672,201411110POR,POR,1586.6151582487364,2014-11-11,Home,2015,107.8,8.0,100.0,110.0,102.0
2673,201411110POR,CHA,1518.6687376980487,2014-11-11,Away,2015,110.0,8.0,102.0,107.8,100.0
2674,201411110GSW,GSW,1621.1807432346181,2014-11-11,Home,2015,116.6,7.0,113.0,103.2,100.0
2675,201411110GSW,SAS,1617.2353878066294,2014-11-11,Away,2015,103.2,7.0,100.0,116.6,113.0
2676,201411120WAS,WAS,1556.3312026917592,2014-11-12,Home,2015,108.1,8.0,103.0,112.3,107.0
2677,201411120WAS,DET,1375.0339805464318,2014-11-12,Away,2015,112.3,8.0,107.0,108.1,103.0
2678,201411120ATL,ATL,1499.4030170925628,2014-11-12,Home,2015,108.2,7.0,97.0,111.5,100.0
2679,201411120ATL,UTA,1384.5544752195244,2014-11-12,Away,2015,111.5,9.0,100.0,108.2,97.0
2680,201411120BOS,BOS,1408.8085313290107,2014-11-12,Home,2015,123.6,7.0,109.0,106.6,94.0
2681,201411120BOS,OKC,1537.7131549755657,2014-11-12,Away,2015,106.6,9.0,94.0,123.6,109.0
2682,201411120MIA,MIA,1563.7447208579715,2014-11-12,Home,2015,103.3,8.0,81.0,95.6,75.0
2683,201411120MIA,IND,1476.3950239084693,2014-11-12,Away,2015,95.6,9.0,75.0,103.3,81.0
2684,201411120NYK,NYK,1473.4633499997358,2014-11-12,Home,2015,111.8,9.0,97.0,109.5,95.0
2685,201411120NYK,ORL,1369.0401423377632,2014-11-12,Away,2015,109.5,9.0,95.0,111.8,97.0
2686,201411120NOP,NOP,1467.3452622085922,2014-11-12,Home,2015,109.3,7.0,102.0,116.8,109.0
2687,201411120NOP,LAL,1403.1588376427123,2014-11-12,Away,2015,116.8,8.0,109.0,109.3,102.0
2688,201411120DEN,DEN,1428.6029583323138,2014-11-12,Home,2015,130.3,7.0,130.0,113.3,113.0
2689,201411120DEN,POR,1589.2255899422896,2014-11-12,Away,2015,113.3,9.0,113.0,130.3,130.0
2690,201411120PHO,PHO,1538.5641335780708,2014-11-12,Home,2015,105.6,8.0,104.0,113.8,112.0
2691,201411120PHO,BRK,1521.9396663913417,2014-11-12,Away,2015,113.8,7.0,112.0,105.6,104.0
2692,201411120MIN,MIN,1499.4299811453855,2014-11-12,Home,2015,119.4,7.0,113.0,106.7,101.0
2693,201411120MIN,HOU,1625.9225180302096,2014-11-12,Away,2015,106.7,8.0,101.0,119.4,113.0
2694,201411130MEM,MEM,1613.1632244575724,2014-11-13,Home,2015,122.2,9.0,110.0,123.4,111.0
2695,201411130MEM,SAC,1471.8566146452438,2014-11-13,Away,2015,123.4,9.0,111.0,122.2,110.0
2696,201411130TOR,TOR,1596.3940197507175,2014-11-13,Home,2015,105.3,9.0,100.0,97.9,93.0
2697,201411130TOR,CHI,1576.421943573818,2014-11-13,Away,2015,97.9,9.0,93.0,105.3,100.0
2698,201411130DAL,DAL,1573.3578272348107,2014-11-13,Home,2015,70.3,9.0,70.0,123.5,123.0
2699,201411130DAL,PHI,1288.132018626132,2014-11-13,Away,2015,123.5,8.0,123.0,70.3,70.0
2700,201411130GSW,GSW,1605.578541490391,2014-11-13,Home,2015,103.0,8.0,99.0,111.3,107.0
2701,201411130GSW,BRK,1515.6930357394442,2014-11-13,Away,2015,111.3,8.0,107.0,103.0,99.0
2702,201411140IND,IND,1488.6557955546243,2014-11-14,Home,2015,117.7,10.0,108.0,94.8,87.0
2703,201411140IND,DEN,1418.1541440972467,2014-11-14,Away,2015,94.8,8.0,87.0,117.7,108.0
2704,201411140ORL,ORL,1377.0115366491898,2014-11-14,Home,2015,89.3,10.0,85.0,106.1,101.0
2705,201411140ORL,MIL,1358.7287673393703,2014-11-14,Away,2015,106.1,9.0,101.0,89.3,85.0
2706,201411140ATL,ATL,1501.790361955447,2014-11-14,Home,2015,110.6,8.0,103.0,122.5,114.0
2707,201411140ATL,MIA,1551.4839492118165,2014-11-14,Away,2015,122.5,9.0,114.0,110.6,103.0
2708,201411140BOS,BOS,1397.895225323541,2014-11-14,Home,2015,119.5,8.0,122.0,118.5,121.0
2709,201411140BOS,CLE,1480.787464642421,2014-11-14,Away,2015,118.5,7.0,121.0,119.5,122.0
2710,201411140NYK,NYK,1465.4919556883092,2014-11-14,Home,2015,116.3,10.0,102.0,114.0,100.0
2711,201411140NYK,UTA,1382.1671303566402,2014-11-14,Away,2015,114.0,10.0,100.0,116.3,102.0
2712,201411140HOU,HOU,1635.4438021099315,2014-11-14,Home,2015,89.5,9.0,87.0,90.5,88.0
2713,201411140HOU,PHI,1282.569082702946,2014-11-14,Away,2015,90.5,9.0,88.0,89.5,87.0
2714,201411140NOP,NOP,1471.974176091076,2014-11-14,Home,2015,91.6,8.0,91.0,139.9,139.0
2715,201411140NOP,MIN,1489.9086970656635,2014-11-14,Away,2015,139.9,8.0,139.0,91.6,91.0
2716,201411140OKC,OKC,1548.6264609810355,2014-11-14,Home,2015,98.7,10.0,96.0,91.5,89.0
2717,201411140OKC,DET,1373.136654272818,2014-11-14,Away,2015,91.5,9.0,89.0,98.7,96.0
2718,201411140PHO,PHO,1544.8107642299683,2014-11-14,Home,2015,115.4,9.0,103.0,106.4,95.0
2719,201411140PHO,CHA,1516.0583060044955,2014-11-14,Away,2015,106.4,9.0,95.0,115.4,103.0
2720,201411140LAL,LAL,1398.5299237602285,2014-11-14,Home,2015,104.2,9.0,93.0,89.6,80.0
2721,201411140LAL,SAS,1632.8375895508566,2014-11-14,Away,2015,89.6,8.0,80.0,104.2,93.0
2722,201411150WAS,WAS,1558.228528965373,2014-11-15,Home,2015,102.4,9.0,93.0,107.9,98.0
2723,201411150WAS,ORL,1386.6113152932048,2014-11-15,Away,2015,107.9,11.0,98.0,102.4,93.0
2724,201411150CLE,CLE,1484.6773535704374,2014-11-15,Home,2015,96.5,8.0,94.0,130.4,127.0
2725,201411150CLE,ATL,1511.8681272826827,2014-11-15,Away,2015,130.4,9.0,127.0,96.5,94.0
2726,201411150TOR,TOR,1585.18094446486,2014-11-15,Home,2015,107.0,10.0,93.0,127.8,111.0
2727,201411150TOR,UTA,1389.7552438058278,2014-11-15,Away,2015,127.8,11.0,111.0,107.0,93.0
2728,201411150CHI,CHI,1587.6350188596755,2014-11-15,Home,2015,108.5,10.0,99.0,98.7,90.0
2729,201411150CHI,IND,1462.8580573130262,2014-11-15,Away,2015,98.7,11.0,90.0,108.5,99.0
2730,201411150MEM,MEM,1614.6667230810292,2014-11-15,Home,2015,100.9,10.0,88.0,108.9,95.0
2731,201411150MEM,DET,1389.2541474544582,2014-11-15,Away,2015,108.9,10.0,95.0,100.9,88.0
2732,201411150DAL,DAL,1578.9207631579968,2014-11-15,Home,2015,118.3,10.0,117.0,132.4,131.0
2733,201411150DAL,MIN,1465.083373696918,2014-11-15,Away,2015,132.4,9.0,131.0,118.3,117.0
2734,201411150POR,POR,1599.6744041773568,2014-11-15,Home,2015,97.6,10.0,87.0,108.8,97.0
2735,201411150POR,BRK,1511.29193290983,2014-11-15,Away,2015,108.8,9.0,97.0,97.6,87.0
2736,201411150SAC,SAC,1470.353116021787,2014-11-15,Home,2015,97.5,10.0,91.0,100.7,94.0
2737,201411150SAC,SAS,1639.1512500579133,2014-11-15,Away,2015,100.7,9.0,94.0,97.5,91.0
2738,201411150GSW,GSW,1609.9796443200053,2014-11-15,Home,2015,91.1,9.0,87.0,117.3,112.0
2739,201411150GSW,CHA,1528.4571576360827,2014-11-15,Away,2015,117.3,10.0,112.0,91.1,87.0
2740,201411150LAC,LAC,1605.507136454462,2014-11-15,Home,2015,106.3,8.0,107.0,119.2,120.0
2741,201411150LAC,PHO,1532.4119125983812,2014-11-15,Away,2015,119.2,10.0,120.0,106.3,107.0
2742,201411160NYK,NYK,1457.9038422391216,2014-11-16,Home,2015,97.3,11.0,93.0,114.0,109.0
2743,201411160NYK,DEN,1443.9518823388448,2014-11-16,Away,2015,114.0,9.0,109.0,97.3,93.0
2744,201411160MIA,MIA,1541.4061838845807,2014-11-16,Home,2015,97.3,10.0,91.0,89.8,84.0
2745,201411160MIA,MIL,1349.1289886953552,2014-11-16,Away,2015,89.8,10.0,84.0,97.3,91.0
2746,201411160OKC,OKC,1532.5089677993954,2014-11-16,Home,2015,84.6,11.0,69.0,79.7,65.0
2747,201411160OKC,HOU,1635.8957933034314,2014-11-16,Away,2015,79.7,10.0,65.0,84.6,69.0
2748,201411160LAL,LAL,1392.2162632531717,2014-11-16,Home,2015,132.5,10.0,136.0,112.0,115.0
2749,201411160LAL,GSW,1619.6684725714715,2014-11-16,Away,2015,112.0,10.0,115.0,132.5,136.0
2750,201411170CHO,CHA,1518.7683293846164,2014-11-17,Home,2015,122.7,11.0,107.0,91.7,80.0
2751,201411170CHO,DAL,1584.441695195427,2014-11-17,Away,2015,91.7,11.0,80.0,122.7,107.0
2752,201411170CLE,CLE,1504.2211146449024,2014-11-17,Home,2015,112.8,9.0,106.0,103.2,97.0
2753,201411170CLE,DEN,1434.1616612687303,2014-11-17,Away,2015,103.2,10.0,97.0,112.8,106.0
2754,201411170BOS,BOS,1394.0053363955244,2014-11-17,Home,2015,110.3,9.0,118.0,106.6,114.0
2755,201411170BOS,PHO,1525.956940804085,2014-11-17,Away,2015,106.6,11.0,114.0,110.3,118.0
2756,201411170BRK,BRK,1506.2235695819234,2014-11-17,Home,2015,115.3,10.0,95.0,100.7,83.0
2757,201411170BRK,MIA,1524.7621872836328,2014-11-17,Away,2015,100.7,11.0,83.0,115.3,95.0
2758,201411170DET,DET,1387.278765244515,2014-11-17,Home,2015,118.2,11.0,107.0,102.7,93.0
2759,201411170DET,ORL,1384.3858073921228,2014-11-17,Away,2015,102.7,12.0,93.0,118.2,107.0
2760,201411170MEM,MEM,1616.6421052909725,2014-11-17,Home,2015,99.2,11.0,93.0,126.9,119.0
2761,201411170MEM,HOU,1641.5456639220754,2014-11-17,Away,2015,126.9,11.0,119.0,99.2,93.0
2762,201411170SAS,SAS,1631.2819496607608,2014-11-17,Home,2015,75.4,10.0,75.0,100.6,100.0
2763,201411170SAS,PHI,1282.117091509446,2014-11-17,Away,2015,100.6,10.0,100.0,75.4,75.0
2764,201411170POR,POR,1604.7427675052634,2014-11-17,Home,2015,102.3,11.0,93.0,112.2,102.0
2765,201411170POR,NOP,1496.7994994598216,2014-11-17,Away,2015,112.2,9.0,102.0,102.3,93.0
2766,201411170LAC,LAC,1611.962108248758,2014-11-17,Home,2015,116.5,9.0,105.0,98.7,89.0
2767,201411170LAC,CHI,1570.8327707794099,2014-11-17,Away,2015,98.7,11.0,89.0,116.5,105.0
2768,201411180ATL,ATL,1492.3243662082177,2014-11-18,Home,2015,125.0,10.0,114.0,119.5,109.0
2769,201411180ATL,LAL,1383.2008037690434,2014-11-18,Away,2015,119.5,11.0,109.0,125.0,114.0
2770,201411180MIL,MIL,1365.7729852963032,2014-11-18,Home,2015,129.5,11.0,113.0,134.1,117.0
2771,201411180MIL,NYK,1467.694063309236,2014-11-18,Away,2015,134.1,12.0,117.0,129.5,113.0
2772,201411180UTA,UTA,1385.5274106460215,2014-11-18,Home,2015,88.5,12.0,81.0,107.1,98.0
2773,201411180UTA,OKC,1526.8590971807514,2014-11-18,Away,2015,107.1,12.0,98.0,88.5,81.0
2774,201411180SAC,SAC,1478.2224164189395,2014-11-18,Home,2015,115.6,11.0,106.0,109.0,100.0
2775,201411180SAC,NOP,1492.4930553201186,2014-11-18,Away,2015,109.0,10.0,100.0,115.6,106.0
2776,201411190CLE,CLE,1489.4203890135864,2014-11-19,Home,2015,101.9,10.0,92.0,99.7,90.0
2777,201411190CLE,SAS,1633.4738348432677,2014-11-19,Away,2015,99.7,11.0,90.0,101.9,92.0
2778,201411190IND,IND,1479.6603053932918,2014-11-19,Home,2015,103.3,12.0,86.0,105.7,88.0
2779,201411190IND,CHA,1498.064038742867,2014-11-19,Away,2015,105.7,12.0,88.0,103.3,86.0
2780,201411190ORL,ORL,1400.7132952013976,2014-11-19,Home,2015,120.8,13.0,114.0,95.4,90.0
2781,201411190ORL,LAC,1592.1125044544506,2014-11-19,Away,2015,95.4,10.0,90.0,120.8,114.0
2782,201411190PHI,PHI,1279.9252063269391,2014-11-19,Home,2015,102.3,11.0,101.0,91.2,90.0
2783,201411190PHI,BOS,1388.9397482571887,2014-11-19,Away,2015,91.2,10.0,90.0,102.3,101.0
2784,201411190WAS,WAS,1560.454036866455,2014-11-19,Home,2015,111.4,10.0,105.0,108.2,102.0
2785,201411190WAS,DAL,1605.1459858371763,2014-11-19,Away,2015,108.2,12.0,102.0,111.4,105.0
2786,201411190BRK,BRK,1492.368509738155,2014-11-19,Home,2015,108.1,11.0,122.0,104.6,118.0
2787,201411190BRK,MIL,1372.8553738340245,2014-11-19,Away,2015,104.6,12.0,118.0,108.1,122.0
2788,201411190DET,DET,1370.9512774352402,2014-11-19,Home,2015,96.4,12.0,88.0,94.2,86.0
2789,201411190DET,PHO,1531.0225289424206,2014-11-19,Away,2015,94.2,12.0,86.0,96.4,88.0
2790,201411190TOR,TOR,1589.4087776246663,2014-11-19,Home,2015,105.3,11.0,92.0,109.9,96.0
2791,201411190TOR,MEM,1632.9229772116826,2014-11-19,Away,2015,109.9,12.0,96.0,105.3,92.0
2792,201411190MIN,MIN,1459.5624416594878,2014-11-19,Home,2015,106.9,10.0,99.0,124.2,115.0
2793,201411190MIN,NYK,1460.6116747715148,2014-11-19,Away,2015,124.2,13.0,115.0,106.9,99.0
2794,201411190DEN,DEN,1448.9623869000463,2014-11-19,Home,2015,117.9,11.0,100.0,126.1,107.0
2795,201411190DEN,OKC,1508.0151215934254,2014-11-19,Away,2015,126.1,13.0,107.0,117.9,100.0
2796,201411190HOU,HOU,1625.2647920013653,2014-11-19,Home,2015,103.9,12.0,98.0,97.6,92.0
2797,201411190HOU,LAL,1394.9350248985086,2014-11-19,Away,2015,97.6,12.0,92.0,103.9,98.0
2798,201411200MIA,MIA,1538.6172471274012,2014-11-20,Home,2015,124.6,12.0,110.0,105.3,93.0
2799,201411200MIA,LAC,1603.763695434917,2014-11-20,Away,2015,105.3,11.0,93.0,124.6,110.0
2800,201411200SAC,SAC,1468.8944876081875,2014-11-20,Home,2015,97.7,12.0,88.0,114.3,103.0
2801,201411200SAC,CHI,1590.6823745737174,2014-11-20,Away,2015,114.3,12.0,103.0,97.7,88.0
2802,201411210CHO,CHA,1494.1835224522756,2014-11-21,Home,2015,111.2,13.0,105.0,105.9,100.0
2803,201411210CHO,ORL,1389.0621042209311,2014-11-21,Away,2015,105.9,14.0,100.0,111.2,105.0
2804,201411210PHI,PHI,1270.2927214782333,2014-11-21,Home,2015,125.7,12.0,122.0,98.9,96.0
2805,201411210PHI,PHO,1534.4772412726459,2014-11-21,Away,2015,98.9,13.0,96.0,125.7,122.0
2806,201411210ATL,ATL,1480.5901450787526,2014-11-21,Home,2015,98.4,11.0,89.0,109.5,99.0
2807,201411210ATL,DET,1367.496565105015,2014-11-21,Away,2015,109.5,13.0,99.0,98.4,89.0
2808,201411210TOR,TOR,1595.0527177719498,2014-11-21,Home,2015,88.9,12.0,82.0,134.4,124.0
2809,201411210TOR,MIL,1383.6474171880413,2014-11-21,Away,2015,134.4,13.0,124.0,88.9,82.0
2810,201411210MEM,MEM,1627.279037064399,2014-11-21,Home,2015,100.8,13.0,100.0,117.9,117.0
2811,201411210MEM,BOS,1398.5722331058946,2014-11-21,Away,2015,117.9,11.0,117.0,100.8,100.0
2812,201411210MIN,MIN,1470.031418341882,2014-11-21,Home,2015,125.3,11.0,121.0,95.3,92.0
2813,201411210MIN,SAS,1637.1621025238958,2014-11-21,Away,2015,95.3,12.0,92.0,125.3,121.0
2814,201411210OKC,OKC,1500.0200507559102,2014-11-21,Home,2015,107.4,14.0,94.0,105.2,92.0
2815,201411210OKC,BRK,1481.576466384138,2014-11-21,Away,2015,105.2,12.0,92.0,107.4,94.0
2816,201411210WAS,WAS,1554.325952625038,2014-11-21,Home,2015,83.7,11.0,78.0,97.7,91.0
2817,201411210WAS,CLE,1485.7321213329583,2014-11-21,Away,2015,97.7,11.0,91.0,83.7,78.0
2818,201411210DAL,DAL,1611.2740700785932,2014-11-21,Home,2015,117.8,13.0,106.0,155.6,140.0
2819,201411210DAL,LAL,1411.3300920854842,2014-11-21,Away,2015,155.6,13.0,140.0,117.8,106.0
2820,201411210DEN,DEN,1456.9574577375615,2014-11-21,Home,2015,103.5,12.0,97.0,124.8,117.0
2821,201411210DEN,NOP,1501.8209841308706,2014-11-21,Away,2015,124.8,11.0,117.0,103.5,97.0
2822,201411210GSW,GSW,1628.6839320555998,2014-11-21,Home,2015,92.9,11.0,88.0,106.6,101.0
2823,201411210GSW,UTA,1404.3713862333475,2014-11-21,Away,2015,106.6,13.0,101.0,92.9,88.0
2824,201411210POR,POR,1609.0492116449664,2014-11-21,Home,2015,89.3,12.0,87.0,107.8,105.0
2825,201411210POR,CHI,1574.489773597918,2014-11-21,Away,2015,107.8,13.0,105.0,89.3,87.0
2826,201411220IND,IND,1483.5408216838832,2014-11-22,Home,2015,117.5,13.0,106.0,92.0,83.0
2827,201411220IND,PHO,1543.2892514074686,2014-11-22,Away,2015,92.0,14.0,83.0,117.5,106.0
2828,201411220ORL,ORL,1400.6905151675264,2014-11-22,Home,2015,116.2,15.0,99.0,107.9,92.0
2829,201411220ORL,MIA,1523.621446694441,2014-11-22,Away,2015,107.9,13.0,92.0,116.2,99.0
2830,201411220CLE,CLE,1479.1333836643125,2014-11-22,Home,2015,115.1,12.0,110.0,97.3,93.0
2831,201411220CLE,TOR,1602.1707123658637,2014-11-22,Away,2015,97.3,13.0,93.0,115.1,110.0
2832,201411220NYK,NYK,1450.1426980891206,2014-11-22,Home,2015,93.3,14.0,83.0,102.3,91.0
2833,201411220NYK,PHI,1261.4807113434106,2014-11-22,Away,2015,102.3,13.0,91.0,93.3,83.0
2834,201411220HOU,HOU,1608.8697248143897,2014-11-22,Home,2015,99.9,13.0,92.0,103.1,95.0
2835,201411220HOU,DAL,1617.761099363123,2014-11-22,Away,2015,103.1,14.0,95.0,99.9,92.0
2836,201411220MIN,MIN,1455.2209237225884,2014-11-22,Home,2015,120.2,12.0,113.0,107.4,101.0
2837,201411220MIN,SAC,1485.0870885839868,2014-11-22,Away,2015,107.4,13.0,101.0,120.2,113.0
2838,201411220MIL,MIL,1376.5294225941275,2014-11-22,Home,2015,115.7,14.0,111.0,104.2,100.0
2839,201411220MIL,WAS,1560.9246902936839,2014-11-22,Away,2015,104.2,12.0,100.0,115.7,111.0
2840,201411220SAS,SAS,1651.9725971431894,2014-11-22,Home,2015,95.4,13.0,87.0,108.6,99.0
2841,201411220SAS,BRK,1487.989186355172,2014-11-22,Away,2015,108.6,13.0,99.0,95.4,87.0
2842,201411220UTA,UTA,1401.4764501127293,2014-11-22,Home,2015,118.3,14.0,106.0,104.9,94.0
2843,201411220UTA,NOP,1487.1219252919348,2014-11-22,Away,2015,104.9,12.0,94.0,118.3,106.0
2844,201411230BOS,BOS,1395.1962291906252,2014-11-23,Home,2015,98.5,12.0,94.0,92.2,88.0
2845,201411230BOS,POR,1618.6980004416544,2014-11-23,Away,2015,92.2,13.0,88.0,98.5,94.0
2846,201411230MEM,MEM,1630.6550409796685,2014-11-23,Home,2015,95.8,14.0,91.0,112.7,107.0
2847,201411230MEM,LAC,1618.7594958678774,2014-11-23,Away,2015,112.7,12.0,107.0,95.8,91.0
2848,201411230MIA,MIA,1530.6008391754112,2014-11-23,Home,2015,105.3,14.0,93.0,106.4,94.0
2849,201411230MIA,CHA,1482.5551115056803,2014-11-23,Away,2015,106.4,14.0,94.0,105.3,93.0
2850,201411230OKC,OKC,1493.6073307848762,2014-11-23,Home,2015,94.2,15.0,91.0,89.0,86.0
2851,201411230OKC,GSW,1631.578868176218,2014-11-23,Away,2015,89.0,12.0,86.0,94.2,91.0
2852,201411230LAL,LAL,1404.8430628009544,2014-11-23,Home,2015,95.7,14.0,101.0,89.0,94.0
2853,201411230LAL,DEN,1471.6565165764973,2014-11-23,Away,2015,89.0,13.0,94.0,95.7,101.0
2854,201411240CHO,CHA,1480.1519433218002,2014-11-24,Home,2015,127.0,15.0,113.0,103.4,92.0
2855,201411240CHO,LAC,1608.8779773261413,2014-11-24,Away,2015,103.4,13.0,92.0,127.0,113.0
2856,201411240CLE,CLE,1466.9865485250662,2014-11-24,Home,2015,84.0,13.0,74.0,120.3,106.0
2857,201411240CLE,ORL,1393.711122686556,2014-11-24,Away,2015,120.3,16.0,106.0,84.0,74.0
2858,201411240PHI,PHI,1258.864672100223,2014-11-24,Home,2015,121.6,14.0,114.0,111.0,104.0
2859,201411240PHI,POR,1622.8871189399135,2014-11-24,Away,2015,111.0,14.0,104.0,121.6,114.0
2860,201411240TOR,TOR,1614.31754750511,2014-11-24,Home,2015,104.1,14.0,100.0,108.3,104.0
2861,201411240TOR,PHO,1562.1294527827135,2014-11-24,Away,2015,108.3,15.0,104.0,104.1,100.0
2862,201411240HOU,HOU,1613.1786191658327,2014-11-24,Home,2015,97.5,14.0,86.0,103.1,91.0
2863,201411240HOU,NYK,1452.758737332308,2014-11-24,Away,2015,103.1,15.0,91.0,97.5,86.0
2864,201411240DAL,DAL,1613.45220501168,2014-11-24,Home,2015,117.5,15.0,111.0,105.9,100.0
2865,201411240DAL,IND,1464.7006203086385,2014-11-24,Away,2015,105.9,14.0,100.0,117.5,111.0
2866,201411240UTA,UTA,1390.3872280489522,2014-11-24,Home,2015,108.0,15.0,97.0,105.8,95.0
2867,201411240UTA,CHI,1564.84098480123,2014-11-24,Away,2015,105.8,14.0,95.0,108.0,97.0
2868,201411250WAS,WAS,1568.0271529904007,2014-11-25,Home,2015,110.4,13.0,106.0,106.2,102.0
2869,201411250WAS,ATL,1485.0617994130819,2014-11-25,Away,2015,106.2,12.0,102.0,110.4,106.0
2870,201411250MIA,MIA,1533.0040073592913,2014-11-25,Home,2015,125.3,15.0,114.0,106.6,97.0
2871,201411250MIA,GSW,1637.082952098194,2014-11-25,Away,2015,106.6,13.0,97.0,125.3,114.0
2872,201411250MIL,MIL,1369.4269598974106,2014-11-25,Home,2015,93.6,15.0,86.0,106.7,98.0
2873,201411250MIL,DET,1363.0249107706857,2014-11-25,Away,2015,106.7,14.0,98.0,93.6,86.0
2874,201411250NOP,NOP,1498.2111473557118,2014-11-25,Home,2015,115.2,13.0,99.0,103.6,89.0
2875,201411250NOP,SAC,1498.462783727172,2014-11-25,Away,2015,103.6,14.0,89.0,115.2,99.0
2876,201411250DEN,DEN,1480.2203364668894,2014-11-25,Home,2015,114.9,14.0,109.0,120.2,114.0
2877,201411250DEN,CHI,1568.093297568798,2014-11-25,Away,2015,120.2,15.0,114.0,114.9,109.0
2878,201411260CHO,CHA,1466.4048659346836,2014-11-26,Home,2015,110.2,16.0,105.0,101.8,97.0
2879,201411260CHO,POR,1625.6647619067191,2014-11-26,Away,2015,101.8,15.0,97.0,110.2,105.0
2880,201411260CLE,CLE,1479.0499201409007,2014-11-26,Home,2015,98.5,14.0,87.0,127.9,113.0
2881,201411260CLE,WAS,1558.1037139058044,2014-11-26,Away,2015,127.9,14.0,113.0,98.5,87.0
2882,201411260ORL,ORL,1381.6477510707216,2014-11-26,Home,2015,112.7,17.0,111.0,97.5,96.0
2883,201411260ORL,GSW,1650.1346698262494,2014-11-26,Away,2015,97.5,14.0,96.0,112.7,111.0
2884,201411260PHI,PHI,1256.0870291334174,2014-11-26,Home,2015,99.6,15.0,99.0,91.5,91.0
2885,201411260PHI,BRK,1484.1542457796788,2014-11-26,Away,2015,91.5,14.0,91.0,99.6,99.0
2886,201411260ATL,ATL,1494.9852384976782,2014-11-26,Home,2015,135.8,13.0,126.0,123.9,115.0
2887,201411260ATL,TOR,1618.0043140744133,2014-11-26,Away,2015,123.9,15.0,115.0,135.8,126.0
2888,201411260DAL,DAL,1593.455904613716,2014-11-26,Home,2015,100.5,16.0,102.0,107.4,109.0
2889,201411260DAL,NYK,1450.3945178348954,2014-11-26,Away,2015,107.4,16.0,109.0,100.5,102.0
2890,201411260DET,DET,1354.641901611924,2014-11-26,Home,2015,116.3,15.0,104.0,109.6,98.0
2891,201411260DET,LAC,1622.625054713258,2014-11-26,Away,2015,109.6,14.0,98.0,116.3,104.0
2892,201411260HOU,HOU,1615.5428386632454,2014-11-26,Home,2015,98.5,15.0,89.0,112.9,102.0
2893,201411260HOU,SAC,1511.5161215211822,2014-11-26,Away,2015,112.9,15.0,102.0,98.5,89.0
2894,201411260MIN,MIN,1441.845228579403,2014-11-26,Home,2015,108.8,13.0,103.0,90.9,86.0
2895,201411260MIN,MIL,1377.8099690561723,2014-11-26,Away,2015,90.9,16.0,86.0,108.8,103.0
2896,201411260OKC,OKC,1488.1032468629003,2014-11-26,Home,2015,90.2,16.0,82.0,106.6,97.0
2897,201411260OKC,UTA,1387.134915281384,2014-11-26,Away,2015,106.6,16.0,97.0,90.2,82.0
2898,201411260SAS,SAS,1655.8075377186826,2014-11-26,Home,2015,104.6,14.0,100.0,110.9,106.0
2899,201411260SAS,IND,1484.6969207066024,2014-11-26,Away,2015,110.9,15.0,106.0,104.6,100.0
2900,201411260PHO,PHO,1558.4426862134103,2014-11-26,Home,2015,114.7,16.0,112.0,122.9,120.0
2901,201411260PHO,DEN,1487.6999248050574,2014-11-26,Away,2015,122.9,15.0,120.0,114.7,112.0
2902,201411260LAL,LAL,1396.2792429105623,2014-11-26,Home,2015,109.6,15.0,99.0,102.9,93.0
2903,201411260LAL,MEM,1640.5365595214046,2014-11-26,Away,2015,102.9,15.0,93.0,109.6,99.0
2904,201411280BOS,BOS,1391.007110692366,2014-11-28,Home,2015,110.2,13.0,109.0,103.1,102.0
2905,201411280BOS,CHI,1560.61370923063,2014-11-28,Away,2015,103.1,16.0,102.0,110.2,109.0
2906,201411280CHO,CHA,1459.8914433491475,2014-11-28,Home,2015,107.7,17.0,106.0,102.6,101.0
2907,201411280CHO,GSW,1656.0267898552288,2014-11-28,Away,2015,102.6,15.0,101.0,107.7,106.0
2908,201411280ATL,ATL,1485.8531062664688,2014-11-28,Home,2015,101.8,14.0,91.0,111.9,100.0
2909,201411280ATL,NOP,1485.1578095617017,2014-11-28,Away,2015,111.9,14.0,100.0,101.8,91.0
2910,201411280DET,DET,1351.2494319421867,2014-11-28,Home,2015,114.0,16.0,104.0,96.4,88.0
2911,201411280DET,MIL,1399.7503931215945,2014-11-28,Away,2015,96.4,17.0,88.0,114.0,104.0
2912,201411280TOR,TOR,1627.1364463056227,2014-11-28,Home,2015,110.3,16.0,106.0,106.1,102.0
2913,201411280TOR,DAL,1596.5563581005433,2014-11-28,Away,2015,106.1,17.0,102.0,110.3,106.0
