,TEAM_HOME,TEAM_AWAY,FG_HOME,FG_AWAY,FGA_HOME,FGA_AWAY,FG_PCT_HOME,FG_PCT_AWAY,FG(3)_HOME,FG(3)_AWAY,FGA(3)_HOME,FGA(3)_AWAY,FG_PCT(3)_HOME,FG_PCT(3)_AWAY,FT_HOME,FT_AWAY,FTA_HOME,FTA_AWAY,FT_PCT_HOME,FT_PCT_AWAY,ORB_HOME,ORB_AWAY,DRB_HOME,DRB_AWAY,TRB_HOME,TRB_AWAY,AST_HOME,AST_AWAY,STL_HOME,STL_AWAY,BLK_HOME,BLK_AWAY,TOV_HOME,TOV_AWAY,PF_HOME,PF_AWAY,PTS_HOME,PTS_AWAY,TS_PCT_HOME,TS_PCT_AWAY,EFG_PCT_HOME,EFG_PCT_AWAY,3PA_R_HOME,3PA_R_AWAY,FT_R_HOME,FT_R_AWAY,ORB_PCT_HOME,ORB_PCT_AWAY,DRB_PCT_HOME,DRB_PCT_AWAY,TRB_PCT_HOME,TRB_PCT_AWAY,AST_PCT_HOME,AST_PCT_AWAY,STL_PCT_HOME,STL_PCT_AWAY,BLK_PCT_HOME,BLK_PCT_AWAY,TOV_PCT_HOME,TOV_PCT_AWAY,O_RTG_HOME,O_RTG_AWAY,D_RTG_HOME,D_RTG_AWAY,WINS_RECORD_HOME,WINS_RECORD_AWAY,LOSSES_RECORD_HOME,LOSSES_RECORD_AWAY,WIN_PCT_HOME,WIN_PCT_AWAY,GAME_NO_HOME,GAME_NO_AWAY,WIN_HOME,WIN_AWAY,LOSS_HOME,LOSS_AWAY,FG(3)_MISSED_HOME,FG(3)_MISSED_AWAY,FG_MISSED_HOME,FG_MISSED_AWAY,BLOCKED_ATTEMPTS_HOME,BLOCKED_ATTEMPTS_AWAY,TOV_FORCED_HOME,TOV_FORCED_AWAY,FG(2)_HOME,FG(2)_AWAY,FGA(2)_HOME,FGA(2)_AWAY,FG(2)_MISSED_HOME,FG(2)_MISSED_AWAY,GAMEID,DATE,SEASON,OTs
1376,GSW,MEM,41,38,81,83,0.506,0.458,13,9,24,27,0.542,0.333,22,16,23,21,0.957,0.762,8,4,38,26,46,30,29,31,4,8,4,8,13,10,25,19,117,101,0.642,0.547,0.586,0.512,0.296,0.325,0.284,0.253,23.5,9.5,90.5,76.5,60.5,39.5,70.7,81.6,4.2,8.4,7.1,14.0,12.5,9.8,123.2,106.3,106.3,123.2,10.0,5.0,1.0,4.0,0.9090909090909092,0.5555555555555556,11.0,9.0,1,0,0,1,11,18,40,45,8,4,10,13,28,29,57,56,29,27,201811050GSW,2018-11-05,2019,0
1377,LAC,MIN,43,40,88,85,0.489,0.471,14,5,31,21,0.452,0.238,20,24,22,30,0.909,0.8,13,8,30,30,43,38,30,20,5,9,4,8,12,11,27,23,120,109,0.614,0.555,0.568,0.5,0.352,0.247,0.25,0.353,30.2,21.1,78.9,69.8,53.1,46.9,69.8,50.0,5.2,9.4,6.3,14.0,10.9,10.1,124.9,113.5,113.5,124.9,6.0,4.0,4.0,7.0,0.6,0.3636363636363636,10.0,11.0,1,0,0,1,17,16,45,45,8,4,11,12,29,35,57,64,28,29,201811050LAC,2018-11-05,2019,0
1378,CHA,ATL,45,41,92,85,0.489,0.482,13,6,31,30,0.419,0.2,10,14,18,18,0.556,0.778,8,7,35,30,43,37,27,22,9,13,4,9,21,22,16,18,113,102,0.565,0.549,0.56,0.518,0.337,0.353,0.196,0.212,21.1,16.7,83.3,78.9,53.8,46.3,60.0,53.7,8.3,12.0,7.3,14.8,17.4,19.1,104.6,94.5,94.5,104.6,6.0,3.0,5.0,7.0,0.5454545454545454,0.3,11.0,10.0,1,0,0,1,18,24,47,44,9,4,22,21,32,35,61,55,29,20,201811060CHO,2018-11-06,2019,0
1379,DAL,WAS,39,37,82,87,0.476,0.425,15,11,34,35,0.441,0.314,26,15,27,20,0.963,0.75,10,5,40,27,50,32,25,27,4,8,6,6,17,10,22,24,119,100,0.634,0.522,0.567,0.489,0.415,0.402,0.329,0.23,27.0,11.1,88.9,73.0,61.0,39.0,64.1,73.0,4.1,8.1,11.5,12.5,15.3,9.5,121.2,101.8,101.8,121.2,3.0,2.0,7.0,8.0,0.3,0.2,10.0,10.0,1,0,0,1,19,24,43,50,6,6,10,17,24,26,48,52,24,26,201811060DAL,2018-11-06,2019,0
1380,PHO,BRK,28,41,81,92,0.346,0.446,9,9,25,36,0.36,0.25,17,13,20,19,0.85,0.684,9,13,40,39,49,52,16,22,4,9,3,5,20,10,20,22,82,104,0.457,0.518,0.401,0.495,0.309,0.391,0.247,0.207,18.8,24.5,75.5,81.3,48.5,51.5,57.1,53.7,4.1,9.3,5.4,8.9,18.2,9.1,84.3,106.9,106.9,84.3,2.0,5.0,8.0,6.0,0.2,0.4545454545454545,10.0,11.0,1,0,0,1,16,27,53,51,5,3,10,20,19,32,56,56,37,24,201811060PHO,2018-11-06,2019,0
1381,POR,MIL,48,40,91,92,0.527,0.435,17,16,43,42,0.395,0.381,5,7,8,8,0.625,0.875,11,12,40,30,51,42,23,26,7,2,3,1,12,11,17,16,118,103,0.624,0.539,0.621,0.522,0.473,0.457,0.088,0.087,26.8,23.1,76.9,73.2,54.8,45.2,47.9,65.0,7.5,2.1,6.0,2.1,11.3,10.3,126.1,110.0,110.0,126.1,8.0,8.0,3.0,2.0,0.7272727272727273,0.8,11.0,10.0,1,0,0,1,26,26,43,52,1,3,11,12,31,24,48,50,17,26,201811060POR,2018-11-06,2019,0
1382,CLE,OKC,33,35,89,84,0.371,0.417,9,7,31,27,0.29,0.259,11,18,13,26,0.846,0.692,12,7,39,37,51,44,17,10,3,13,4,9,19,12,26,23,86,95,0.454,0.498,0.421,0.458,0.348,0.321,0.146,0.31,24.5,15.2,84.8,75.5,53.7,46.3,51.5,28.6,3.0,13.2,7.0,15.5,16.7,11.2,87.3,96.5,96.5,87.3,1.0,6.0,10.0,4.0,0.0909090909090909,0.6,11.0,10.0,0,1,1,0,22,20,56,49,9,4,12,19,24,28,58,57,34,29,201811070CLE,2018-11-07,2019,0
1383,ORL,DET,40,37,87,90,0.46,0.411,9,11,27,37,0.333,0.297,7,18,9,20,0.778,0.9,6,13,34,37,40,50,28,21,10,13,8,1,20,19,19,15,96,103,0.528,0.521,0.511,0.472,0.31,0.411,0.103,0.222,14.0,27.7,72.3,86.0,44.4,55.6,70.0,56.8,9.8,12.7,15.1,1.7,18.0,16.1,93.7,100.5,100.5,93.7,4.0,5.0,7.0,5.0,0.3636363636363636,0.5,11.0,10.0,1,0,0,1,18,26,47,53,1,8,19,20,31,26,60,53,29,27,201811070ORL,2018-11-07,2019,0
1384,ATL,NYK,37,34,92,77,0.402,0.442,11,11,38,30,0.289,0.367,22,33,29,47,0.759,0.702,15,11,30,37,45,48,26,15,5,8,9,7,17,16,30,30,107,112,0.511,0.573,0.462,0.513,0.413,0.39,0.315,0.61,28.8,26.8,73.2,71.2,48.4,51.6,70.3,44.1,4.9,7.9,19.1,13.0,14.0,14.1,105.4,110.3,110.3,105.4,3.0,4.0,8.0,8.0,0.2727272727272727,0.3333333333333333,11.0,12.0,0,1,1,0,27,19,55,43,7,9,16,17,26,23,54,47,28,24,201811070ATL,2018-11-07,2019,0
1385,MIA,SAS,36,31,93,94,0.387,0.33,10,13,32,32,0.313,0.406,13,13,18,14,0.722,0.929,14,12,46,37,60,49,21,19,8,8,11,5,13,12,17,19,95,88,0.471,0.439,0.441,0.399,0.344,0.34,0.194,0.149,27.5,20.7,79.3,72.5,55.0,45.0,58.3,61.3,8.2,8.2,17.7,8.2,11.4,10.7,97.9,90.7,90.7,97.9,5.0,6.0,5.0,4.0,0.5,0.6,10.0,10.0,1,0,0,1,22,19,57,63,5,11,12,13,26,18,61,62,35,44,201811070MIA,2018-11-07,2019,0
1386,IND,PHI,37,36,94,79,0.394,0.456,8,10,31,32,0.258,0.313,12,18,17,22,0.706,0.818,8,5,33,38,41,43,19,24,9,7,6,8,9,16,21,18,94,100,0.463,0.564,0.436,0.519,0.33,0.405,0.181,0.278,17.4,13.2,86.8,82.6,48.8,51.2,51.4,66.7,9.1,7.1,12.8,12.7,8.1,15.3,95.5,101.6,101.6,95.5,7.0,7.0,5.0,5.0,0.5833333333333334,0.5833333333333334,12.0,12.0,1,0,0,1,23,22,57,43,8,6,16,9,29,26,63,47,34,21,201811070IND,2018-11-07,2019,0
1387,MEM,DEN,30,32,70,82,0.429,0.39,8,8,21,32,0.381,0.25,21,15,25,19,0.84,0.789,8,13,28,28,36,41,19,19,7,9,7,3,17,16,22,22,89,87,0.549,0.481,0.486,0.439,0.3,0.39,0.357,0.232,22.2,31.7,68.3,77.8,46.8,53.2,63.3,59.4,7.9,10.2,14.0,6.1,17.3,15.0,101.1,98.8,98.8,101.1,6.0,9.0,4.0,2.0,0.6,0.8181818181818182,10.0,11.0,1,0,0,1,13,24,40,50,3,7,16,17,22,24,49,50,27,26,201811070MEM,2018-11-07,2019,0
1388,NOP,CHI,42,38,94,96,0.447,0.396,11,9,30,31,0.367,0.29,12,13,17,17,0.706,0.765,11,7,44,39,55,46,32,18,5,9,10,7,15,11,18,16,107,98,0.527,0.474,0.505,0.443,0.319,0.323,0.181,0.177,22.0,13.7,86.3,78.0,54.5,45.5,76.2,47.4,4.8,8.6,15.4,10.9,12.9,9.6,102.5,93.9,93.9,102.5,5.0,3.0,6.0,9.0,0.4545454545454545,0.25,11.0,12.0,0,1,1,0,19,22,52,58,7,10,11,15,31,29,64,65,33,36,201811070NOP,2018-11-07,2019,0
1389,UTA,DAL,43,29,89,73,0.483,0.397,13,8,37,24,0.351,0.333,18,36,26,40,0.692,0.9,8,12,27,37,35,49,31,14,12,3,10,4,11,24,32,27,117,102,0.582,0.563,0.556,0.452,0.416,0.329,0.292,0.548,17.8,30.8,69.2,82.2,41.7,58.3,72.1,48.3,12.0,3.0,20.4,7.7,9.9,20.9,116.9,101.9,101.9,116.9,5.0,3.0,6.0,8.0,0.4545454545454545,0.2727272727272727,11.0,11.0,1,0,0,1,24,16,46,44,4,10,24,11,30,21,52,49,22,28,201811070UTA,2018-11-07,2019,0
1390,SAC,TOR,42,41,88,89,0.477,0.461,8,11,23,36,0.348,0.306,13,21,18,23,0.722,0.913,6,13,25,40,31,53,27,17,10,10,5,4,15,20,26,20,105,114,0.547,0.575,0.523,0.522,0.261,0.404,0.205,0.258,13.0,34.2,65.8,87.0,36.9,63.1,64.3,41.5,9.8,9.8,9.4,6.2,13.5,16.8,102.7,111.5,111.5,102.7,6.0,11.0,5.0,1.0,0.5454545454545454,0.9166666666666666,11.0,12.0,0,1,1,0,15,25,46,48,4,5,20,15,34,30,65,53,31,23,201811070SAC,2018-11-07,2019,0
1391,LAL,MIN,44,41,91,91,0.484,0.451,15,20,34,40,0.441,0.5,11,8,14,9,0.786,0.889,12,11,35,29,47,40,32,22,6,10,4,5,16,15,14,17,114,110,0.587,0.579,0.566,0.56,0.374,0.44,0.154,0.099,29.3,23.9,76.1,70.7,54.0,46.0,72.7,53.7,6.2,10.3,7.8,8.8,14.1,13.6,117.1,113.0,113.0,117.1,5.0,4.0,6.0,8.0,0.4545454545454545,0.3333333333333333,11.0,12.0,1,0,0,1,19,20,47,50,5,4,15,16,29,21,57,51,28,30,201811070LAL,2018-11-07,2019,0
1392,OKC,HOU,36,31,81,82,0.444,0.378,9,11,37,42,0.243,0.262,17,7,24,10,0.708,0.7,13,12,39,27,52,39,18,16,10,9,4,3,14,16,16,26,98,80,0.535,0.463,0.5,0.445,0.457,0.512,0.296,0.122,32.5,23.5,76.5,67.5,57.1,42.9,50.0,51.6,11.2,10.1,10.0,6.8,13.3,15.6,110.0,89.8,89.8,110.0,7.0,4.0,4.0,6.0,0.6363636363636364,0.4,11.0,10.0,1,0,0,1,28,31,45,51,3,4,16,14,27,20,44,40,17,20,201811080OKC,2018-11-08,2019,0
1393,PHO,BOS,41,39,93,97,0.441,0.402,11,14,35,37,0.314,0.378,16,24,19,31,0.842,0.774,4,17,38,39,42,56,25,21,10,6,6,6,15,16,23,18,109,116,0.538,0.524,0.5,0.474,0.376,0.381,0.204,0.32,9.3,30.9,69.1,90.7,42.9,57.1,61.0,53.8,9.2,5.5,10.0,10.3,12.9,12.6,100.6,107.1,107.1,100.6,2.0,7.0,9.0,4.0,0.1818181818181818,0.6363636363636364,11.0,11.0,0,1,1,0,24,23,52,58,6,6,16,15,30,25,58,60,28,35,201811080PHO,2018-11-08,2019,1
1394,POR,LAC,40,41,97,89,0.412,0.461,10,8,26,23,0.385,0.348,26,15,28,20,0.929,0.75,14,7,39,34,53,41,18,19,4,2,8,10,6,7,20,22,116,105,0.531,0.537,0.464,0.506,0.268,0.258,0.289,0.225,29.2,15.2,84.8,70.8,56.4,43.6,45.0,46.3,4.2,2.1,12.1,14.1,5.2,6.7,120.5,109.0,109.0,120.5,9.0,6.0,3.0,5.0,0.75,0.5454545454545454,12.0,11.0,1,0,0,1,16,15,57,48,10,8,7,6,30,33,71,66,41,33,201811080POR,2018-11-08,2019,0
1395,GSW,MIL,42,52,87,101,0.483,0.515,10,9,28,35,0.357,0.257,17,21,22,27,0.773,0.778,8,13,30,33,38,46,31,33,5,11,6,7,18,12,22,23,111,134,0.574,0.594,0.54,0.559,0.322,0.347,0.253,0.267,19.5,30.2,69.8,80.5,45.2,54.8,73.8,63.5,4.7,10.4,9.1,11.9,15.7,9.6,104.5,126.2,126.2,104.5,10.0,9.0,2.0,2.0,0.8333333333333334,0.8181818181818182,12.0,11.0,0,1,1,0,18,26,45,49,7,6,12,18,32,43,59,66,27,23,201811080GSW,2018-11-08,2019,0
1396,ORL,WAS,44,42,86,82,0.512,0.512,13,11,31,27,0.419,0.407,16,13,19,19,0.842,0.684,10,6,31,29,41,35,26,24,8,8,6,3,15,18,18,18,117,108,0.62,0.598,0.587,0.579,0.36,0.329,0.221,0.232,25.6,16.2,83.8,74.4,53.9,46.1,59.1,57.1,8.1,8.1,10.9,5.5,13.7,16.6,118.3,109.2,109.2,118.3,5.0,2.0,7.0,9.0,0.4166666666666667,0.1818181818181818,12.0,11.0,1,0,0,1,18,16,42,40,3,6,18,15,31,31,55,55,24,24,201811090ORL,2018-11-09,2019,0
1397,PHI,CHA,45,43,94,110,0.479,0.391,12,16,37,40,0.324,0.4,31,30,41,40,0.756,0.75,13,14,46,35,59,49,33,25,3,10,15,5,16,4,33,33,133,132,0.594,0.517,0.543,0.464,0.394,0.364,0.436,0.364,27.1,23.3,76.7,72.9,54.6,45.4,73.3,58.1,2.7,8.9,21.4,8.8,12.5,3.0,118.0,117.1,117.1,118.0,8.0,6.0,5.0,6.0,0.6153846153846154,0.5,13.0,12.0,1,0,0,1,25,24,49,67,5,15,4,16,33,27,57,70,24,43,201811090PHI,2018-11-09,2019,1
1398,ATL,DET,36,46,79,97,0.456,0.474,7,20,28,47,0.25,0.426,30,12,40,19,0.75,0.632,9,10,44,34,53,44,17,30,6,10,2,6,16,10,21,31,109,124,0.564,0.588,0.5,0.577,0.354,0.485,0.506,0.196,20.9,18.5,81.5,79.1,54.6,45.4,47.2,65.2,5.8,9.7,4.0,11.8,14.2,8.7,105.9,120.5,120.5,105.9,3.0,6.0,9.0,5.0,0.25,0.5454545454545454,12.0,11.0,0,1,1,0,21,27,43,51,6,2,10,16,29,26,51,50,22,24,201811090ATL,2018-11-09,2019,0
1399,MIA,IND,36,43,80,79,0.45,0.544,14,7,27,20,0.519,0.35,16,17,27,29,0.593,0.586,9,6,29,33,38,39,27,20,6,10,6,5,23,18,27,26,102,110,0.555,0.599,0.538,0.589,0.338,0.253,0.338,0.367,21.4,17.1,82.9,78.6,49.4,50.6,75.0,46.5,5.8,9.7,10.2,9.4,20.0,16.4,99.2,106.9,106.9,99.2,5.0,8.0,6.0,5.0,0.4545454545454545,0.6153846153846154,11.0,13.0,0,1,1,0,13,13,44,36,5,6,18,23,22,36,53,59,31,23,201811090MIA,2018-11-09,2019,0
1400,DEN,BRK,40,36,87,88,0.46,0.409,5,12,18,33,0.278,0.364,25,28,34,42,0.735,0.667,15,12,39,30,54,42,20,21,3,7,5,9,12,8,28,24,110,112,0.539,0.526,0.489,0.477,0.207,0.375,0.391,0.477,33.3,23.5,76.5,66.7,56.3,43.8,50.0,58.3,3.1,7.2,9.1,13.0,10.5,7.0,112.5,114.6,114.6,112.5,9.0,6.0,3.0,6.0,0.75,0.5,12.0,12.0,0,1,1,0,13,21,47,52,9,5,8,12,35,24,69,55,34,31,201811090DEN,2018-11-09,2019,0
1401,UTA,BOS,43,39,77,88,0.558,0.443,13,17,34,43,0.382,0.395,24,20,30,22,0.8,0.909,8,5,37,23,45,28,29,31,4,11,4,3,16,8,21,20,123,115,0.682,0.589,0.643,0.54,0.442,0.489,0.39,0.25,25.8,11.9,88.1,74.2,61.6,38.4,67.4,79.5,4.1,11.3,8.9,7.0,15.1,7.6,126.7,118.5,118.5,126.7,6.0,7.0,6.0,5.0,0.5,0.5833333333333334,12.0,12.0,1,0,0,1,21,26,34,49,3,4,8,16,30,22,43,45,13,23,201811090UTA,2018-11-09,2019,0
1402,SAC,MIN,43,39,95,94,0.453,0.415,12,7,32,25,0.375,0.28,23,25,29,31,0.793,0.806,12,15,37,37,49,52,25,20,7,6,6,1,12,17,29,23,121,110,0.561,0.511,0.516,0.452,0.337,0.266,0.305,0.33,24.5,28.8,71.2,75.5,48.5,51.5,58.1,51.3,6.6,5.7,8.7,1.6,10.0,13.6,114.5,104.1,104.1,114.5,7.0,4.0,5.0,9.0,0.5833333333333334,0.3076923076923077,12.0,13.0,1,0,0,1,20,18,52,55,1,6,17,12,31,32,63,69,32,37,201811090SAC,2018-11-09,2019,0
1403,TOR,NYK,42,44,79,96,0.532,0.458,14,6,35,22,0.4,0.273,30,18,40,22,0.75,0.818,12,16,34,31,46,47,24,18,8,12,4,6,15,14,20,26,128,112,0.663,0.53,0.62,0.49,0.443,0.229,0.506,0.229,27.9,32.0,68.0,72.1,49.5,50.5,57.1,40.9,8.0,12.0,5.4,13.6,13.4,11.7,128.0,112.0,112.0,128.0,12.0,4.0,1.0,9.0,0.9230769230769232,0.3076923076923077,13.0,13.0,1,0,0,1,21,16,37,52,6,4,14,15,28,38,44,74,16,36,201811100TOR,2018-11-10,2019,0
1404,LAC,MIL,46,47,99,105,0.465,0.448,14,16,34,46,0.412,0.348,22,16,27,23,0.815,0.696,10,15,44,37,54,52,26,31,6,11,6,8,17,17,19,26,128,126,0.577,0.547,0.535,0.524,0.343,0.438,0.273,0.219,21.3,25.4,74.6,78.7,50.9,49.1,56.5,66.0,5.2,9.6,10.2,12.3,13.3,12.9,111.2,109.5,109.5,111.2,7.0,9.0,5.0,3.0,0.5833333333333334,0.75,12.0,12.0,1,0,0,1,20,30,53,58,8,6,17,17,32,31,65,59,33,28,201811100LAC,2018-11-10,2019,1
1405,NOP,PHO,42,35,86,86,0.488,0.407,11,10,25,36,0.44,0.278,24,19,29,20,0.828,0.95,16,10,38,27,54,37,28,16,7,10,7,7,18,14,18,27,119,99,0.602,0.522,0.552,0.465,0.291,0.419,0.337,0.233,37.2,20.8,79.2,62.8,59.3,40.7,66.7,45.7,7.2,10.3,14.0,11.5,15.4,12.9,122.2,101.7,101.7,122.2,6.0,2.0,6.0,10.0,0.5,0.1666666666666666,12.0,12.0,0,1,1,0,14,26,44,51,7,7,14,18,31,25,61,50,30,25,201811100NOP,2018-11-10,2019,0
1406,CHI,CLE,39,39,82,91,0.476,0.429,7,8,18,21,0.389,0.381,14,12,21,18,0.667,0.667,5,15,33,38,38,53,20,15,7,5,5,6,11,12,19,17,99,98,0.543,0.495,0.518,0.473,0.22,0.231,0.256,0.198,11.6,31.3,68.8,88.4,41.8,58.2,51.3,38.5,7.4,5.3,7.1,9.4,10.8,10.8,104.8,103.8,103.8,104.8,4.0,1.0,9.0,11.0,0.3076923076923077,0.0833333333333333,13.0,12.0,1,0,0,1,11,13,43,52,6,5,12,11,32,31,64,70,32,39,201811100CHI,2018-11-10,2019,0
1407,MEM,PHI,45,44,103,85,0.437,0.518,11,8,30,31,0.367,0.258,11,10,15,16,0.733,0.625,15,8,30,40,45,48,16,27,9,10,3,6,11,23,18,20,112,106,0.511,0.576,0.49,0.565,0.291,0.365,0.146,0.188,27.3,21.1,78.9,72.7,48.4,51.6,35.6,61.4,8.6,9.6,5.6,8.2,9.1,20.0,107.6,101.8,101.8,107.6,7.0,8.0,4.0,6.0,0.6363636363636364,0.5714285714285714,11.0,14.0,1,0,0,1,19,23,58,41,6,3,23,11,34,36,73,54,39,18,201811100MEM,2018-11-10,2019,1
1408,MIA,WAS,39,40,88,83,0.443,0.482,12,8,33,22,0.364,0.364,20,28,26,38,0.769,0.737,14,16,24,32,38,48,25,14,5,8,5,5,19,15,31,25,110,116,0.553,0.582,0.511,0.53,0.375,0.265,0.295,0.458,30.4,40.0,60.0,69.6,44.2,55.8,64.1,35.0,5.1,8.2,8.2,9.1,16.0,13.1,112.1,118.2,118.2,112.1,5.0,3.0,7.0,9.0,0.4166666666666667,0.25,12.0,12.0,0,1,1,0,21,14,49,43,5,5,15,19,27,32,55,61,28,29,201811100MIA,2018-11-10,2019,0
1409,GSW,BRK,46,36,83,77,0.554,0.468,7,7,16,24,0.438,0.292,17,21,21,29,0.81,0.724,6,12,30,29,36,41,27,20,9,7,7,2,10,14,24,22,116,100,0.629,0.557,0.596,0.513,0.193,0.312,0.253,0.377,17.1,28.6,71.4,82.9,46.8,53.2,58.7,55.6,9.7,7.6,13.2,3.0,9.8,13.5,125.6,108.3,108.3,125.6,11.0,6.0,2.0,7.0,0.8461538461538461,0.4615384615384615,13.0,13.0,1,0,0,1,9,17,37,41,2,7,14,10,39,29,67,53,28,24,201811100GSW,2018-11-10,2019,0
1410,SAS,HOU,33,30,74,90,0.446,0.333,10,9,20,41,0.5,0.22,20,20,27,29,0.741,0.69,8,15,38,34,46,49,17,11,3,10,5,5,15,8,20,24,96,89,0.559,0.433,0.514,0.383,0.27,0.456,0.365,0.322,19.0,28.3,71.7,81.0,48.4,51.6,51.5,36.7,3.3,10.9,10.2,9.3,14.9,7.2,105.0,97.3,97.3,105.0,7.0,4.0,4.0,7.0,0.6363636363636364,0.3636363636363636,11.0,11.0,1,0,0,1,10,32,41,60,5,5,8,15,23,21,54,49,31,28,201811100SAS,2018-11-10,2019,0
1411,DAL,OKC,43,38,77,97,0.558,0.392,14,9,29,34,0.483,0.265,11,11,17,18,0.647,0.611,4,26,34,27,38,53,31,17,9,9,5,2,16,16,23,19,111,96,0.657,0.457,0.649,0.438,0.377,0.351,0.221,0.186,12.9,43.3,56.7,87.1,41.8,58.2,72.1,44.7,9.6,9.6,7.9,4.2,15.9,13.2,118.1,102.2,102.2,118.1,4.0,7.0,8.0,5.0,0.3333333333333333,0.5833333333333334,12.0,12.0,0,1,1,0,15,25,34,59,2,5,16,16,29,29,48,63,19,34,201811100DAL,2018-11-10,2019,0
1412,SAC,LAL,32,41,92,99,0.348,0.414,6,12,25,38,0.24,0.316,16,7,20,17,0.8,0.412,13,17,37,42,50,59,11,23,7,11,5,3,19,14,20,20,86,101,0.427,0.474,0.38,0.475,0.272,0.384,0.217,0.172,23.6,31.5,68.5,76.4,45.9,54.1,34.4,56.1,6.9,10.8,8.2,4.5,15.9,11.6,84.3,99.0,99.0,84.3,7.0,6.0,6.0,6.0,0.5384615384615384,0.5,13.0,12.0,1,0,0,1,19,26,60,58,3,5,14,19,26,29,67,61,41,32,201811100SAC,2018-11-10,2019,0
1413,DET,CHA,38,43,104,85,0.365,0.506,12,11,44,28,0.273,0.393,15,16,19,18,0.789,0.889,22,6,29,40,51,46,21,24,5,6,4,8,10,12,18,26,103,113,0.458,0.608,0.423,0.571,0.423,0.329,0.183,0.212,35.5,17.1,82.9,64.5,52.6,47.4,55.3,55.8,5.2,6.2,7.0,13.3,8.2,11.4,106.7,117.1,117.1,106.7,6.0,7.0,6.0,6.0,0.5,0.5384615384615384,12.0,13.0,0,1,1,0,32,17,66,42,8,4,12,10,26,32,60,57,34,25,201811110DET,2018-11-11,2019,0
1414,HOU,IND,36,36,74,78,0.486,0.462,20,11,47,29,0.426,0.379,23,20,32,26,0.719,0.769,8,5,30,30,38,35,18,24,6,10,5,6,15,13,22,22,115,103,0.653,0.576,0.622,0.532,0.635,0.372,0.432,0.333,21.1,14.3,85.7,78.9,52.1,47.9,50.0,66.7,6.4,10.6,10.2,22.2,14.6,12.7,122.2,109.4,109.4,122.2,5.0,8.0,7.0,6.0,0.4166666666666667,0.5714285714285714,12.0,14.0,1,0,0,1,27,18,38,42,6,5,13,15,16,25,27,49,11,24,201811110HOU,2018-11-11,2019,0
1415,NYK,ORL,31,44,88,98,0.352,0.449,5,17,28,42,0.179,0.405,22,10,30,11,0.733,0.909,13,10,41,42,54,52,13,31,4,10,15,9,19,11,21,21,89,115,0.44,0.559,0.381,0.536,0.318,0.429,0.341,0.112,23.6,19.6,80.4,76.4,50.9,49.1,41.9,70.5,3.9,9.7,26.8,15.0,15.8,9.7,86.1,111.3,111.3,86.1,4.0,6.0,10.0,7.0,0.2857142857142857,0.4615384615384615,14.0,13.0,1,0,0,1,23,25,57,54,9,15,11,19,26,27,60,56,34,29,201811110NYK,2018-11-11,2019,0
1416,DEN,MIL,41,48,89,84,0.461,0.571,18,17,38,34,0.474,0.5,14,8,20,13,0.7,0.615,10,5,29,36,39,41,27,27,8,10,5,7,10,12,16,17,114,121,0.583,0.674,0.562,0.673,0.427,0.405,0.225,0.155,21.7,14.7,85.3,78.3,48.8,51.3,65.9,56.3,8.4,10.5,10.0,13.7,9.3,11.8,119.1,126.5,126.5,119.1,9.0,10.0,4.0,3.0,0.6923076923076923,0.7692307692307693,13.0,13.0,0,1,1,0,20,17,48,36,7,5,12,10,23,31,51,50,28,19,201811110DEN,2018-11-11,2019,0
1417,POR,BOS,39,36,86,93,0.453,0.387,14,14,36,42,0.389,0.333,8,8,10,10,0.8,0.8,15,11,40,31,55,42,22,19,4,11,2,5,21,12,14,16,100,94,0.553,0.483,0.535,0.462,0.419,0.452,0.116,0.108,32.6,21.6,78.4,67.4,56.7,43.3,56.4,52.8,4.2,11.6,3.9,10.0,18.9,11.0,105.0,98.7,98.7,105.0,10.0,7.0,3.0,6.0,0.7692307692307693,0.5384615384615384,13.0,13.0,0,1,1,0,22,28,47,57,5,2,12,21,25,22,50,51,25,29,201811110POR,2018-11-11,2019,0
1418,LAL,ATL,39,41,92,95,0.424,0.432,14,13,38,37,0.368,0.351,15,11,24,13,0.625,0.846,17,10,31,34,48,44,28,25,12,11,9,4,22,17,23,23,107,106,0.522,0.526,0.5,0.5,0.413,0.389,0.261,0.137,33.3,24.4,75.6,66.7,52.2,47.8,71.8,61.0,11.5,10.6,15.5,7.4,17.7,14.4,103.0,102.0,102.0,103.0,7.0,3.0,6.0,10.0,0.5384615384615384,0.2307692307692307,13.0,13.0,1,0,0,1,24,24,53,54,4,9,17,22,25,28,54,58,29,30,201811110LAL,2018-11-11,2019,0
1419,WAS,ORL,40,43,79,89,0.506,0.483,13,15,33,30,0.394,0.5,24,8,33,11,0.727,0.727,7,8,34,26,41,34,24,28,8,5,7,6,10,12,17,28,117,109,0.626,0.581,0.589,0.567,0.418,0.337,0.418,0.124,21.2,19.0,81.0,78.8,54.7,45.3,60.0,65.1,8.4,5.3,11.9,13.0,9.7,11.3,123.6,115.1,115.1,123.6,4.0,6.0,9.0,8.0,0.3076923076923077,0.4285714285714285,13.0,14.0,1,0,0,1,20,15,39,46,6,7,12,10,27,28,46,59,19,31,201811120WAS,2018-11-12,2019,0
